episode,reward,score,steps,win,epsilon
1,-1000.9,0,9,0,0.995
2,-1001.7,0,17,0,0.990025
3,-1000.4,0,4,0,0.985074875
4,-1000.3000000000001,0,3,0,0.9801495006250001
5,-770.6,2,6,0,0.9752487531218751
6,-1000.3000000000001,0,3,0,0.9703725093562657
7,-1000.2,0,2,0,0.9655206468094844
8,-1000.5,0,5,0,0.960693043575437
9,-770.5,2,5,0,0.9558895783575597
10,-1000.6,0,6,0,0.9511101304657719
11,-1000.3000000000001,0,3,0,0.946354579813443
12,-1000.7,0,7,0,0.9416228069143757
13,-1000.2,0,2,0,0.9369146928798039
14,-890.3,1,3,0,0.9322301194154049
15,-1000.7,0,7,0,0.9275689688183278
16,-1001.0,0,10,0,0.9229311239742362
17,-1000.3000000000001,0,3,0,0.918316468354365
18,-1000.4,0,4,0,0.9137248860125932
19,-770.8,2,8,0,0.9091562615825302
20,-890.4,1,4,0,0.9046104802746175
21,-1001.1,0,11,0,0.9000874278732445
22,-1001.3000000000001,0,13,0,0.8955869907338783
23,-1001.5,0,15,0,0.8911090557802088
24,-1001.4,0,14,0,0.8866535105013078
25,-1000.5,0,5,0,0.8822202429488013
26,-1000.6,0,6,0,0.8778091417340573
27,-1000.9,0,9,0,0.8734200960253871
28,-1000.6,0,6,0,0.8690529955452602
29,-1000.2,0,2,0,0.8647077305675338
30,-1000.5,0,5,0,0.8603841919146962
31,-891.8,1,18,0,0.8560822709551227
32,-1000.3000000000001,0,3,0,0.851801859600347
33,-1001.0,0,10,0,0.8475428503023453
34,-1000.3000000000001,0,3,0,0.8433051360508336
35,-1000.8000000000001,0,8,0,0.8390886103705794
36,-1000.2,0,2,0,0.8348931673187264
37,-1000.2,0,2,0,0.8307187014821328
38,-1000.8000000000001,0,8,0,0.8265651079747222
39,-1000.3000000000001,0,3,0,0.8224322824348486
40,-1000.6,0,6,0,0.8183201210226743
41,-1000.3000000000001,0,3,0,0.8142285204175609
42,-1000.2,0,2,0,0.810157377815473
43,-1000.8000000000001,0,8,0,0.8061065909263957
44,-1000.9,0,9,0,0.8020760579717637
45,-1001.5,0,15,0,0.798065677681905
46,-890.6,1,6,0,0.7940753492934954
47,-890.4,1,4,0,0.7901049725470279
48,-1000.3000000000001,0,3,0,0.7861544476842928
49,-1000.5,0,5,0,0.7822236754458713
50,-1000.5,0,5,0,0.778312557068642
51,-1000.2,0,2,0,0.7744209942832988
52,-891.0,1,10,0,0.7705488893118823
53,-890.3,1,3,0,0.7666961448653229
54,-890.9,1,9,0,0.7628626641409962
55,-890.3,1,3,0,0.7590483508202912
56,-1000.4,0,4,0,0.7552531090661897
57,-1000.3000000000001,0,3,0,0.7514768435208588
58,-1000.2,0,2,0,0.7477194593032545
59,-1000.4,0,4,0,0.7439808620067382
60,-1000.4,0,4,0,0.7402609576967045
61,-1000.5,0,5,0,0.736559652908221
62,-1000.8000000000001,0,8,0,0.7328768546436799
63,-771.8,2,18,0,0.7292124703704616
64,-1001.2,0,12,0,0.7255664080186093
65,-1000.9,0,9,0,0.7219385759785162
66,-1001.0,0,10,0,0.7183288830986236
67,-1000.4,0,4,0,0.7147372386831305
68,-890.5,1,5,0,0.7111635524897149
69,-1000.7,0,7,0,0.7076077347272662
70,-1000.4,0,4,0,0.7040696960536299
71,-1001.2,0,12,0,0.7005493475733617
72,-1000.9,0,9,0,0.697046600835495
73,-1001.5,0,15,0,0.6935613678313175
74,-1000.6,0,6,0,0.6900935609921609
75,-1001.4,0,14,0,0.6866430931872001
76,-891.2,1,12,0,0.6832098777212641
77,-1000.6,0,6,0,0.6797938283326578
78,-771.4,2,14,0,0.6763948591909945
79,-891.2,1,12,0,0.6730128848950395
80,-1000.2,0,2,0,0.6696478204705644
81,-642.0,3,20,0,0.6662995813682115
82,-891.1999999999999,1,12,0,0.6629680834613705
83,-771.2,2,12,0,0.6596532430440636
84,-1000.7,0,7,0,0.6563549768288433
85,-1001.0,0,10,0,0.653073201944699
86,-772.5999999999999,2,26,0,0.6498078359349755
87,-891.1,1,11,0,0.6465587967553006
88,-891.1,1,11,0,0.6433260027715241
89,-1001.0,0,10,0,0.6401093727576664
90,-1000.5,0,5,0,0.6369088258938781
91,-1000.4,0,4,0,0.6337242817644086
92,-891.7,1,17,0,0.6305556603555866
93,-1001.4,0,14,0,0.6274028820538087
94,-892.7,1,27,0,0.6242658676435396
95,-771.1,2,11,0,0.6211445383053219
96,-891.5,1,15,0,0.6180388156137953
97,-771.6,2,16,0,0.6149486215357263
98,-1000.9,0,9,0,0.6118738784280476
99,-1001.6,0,16,0,0.6088145090359074
100,-1000.5,0,5,0,0.6057704364907278
101,-892.0999999999999,1,21,0,0.6027415843082742
102,-1000.8000000000001,0,8,0,0.5997278763867329
103,-891.0,1,10,0,0.5967292370047992
104,-893.0,1,30,0,0.5937455908197752
105,-1000.3000000000001,0,3,0,0.5907768628656763
106,-1000.3000000000001,0,3,0,0.5878229785513479
107,-1000.7,0,7,0,0.5848838636585911
108,-890.4,1,4,0,0.5819594443402982
109,-1000.3000000000001,0,3,0,0.5790496471185967
110,-890.3,1,3,0,0.5761543988830038
111,-1000.7,0,7,0,0.5732736268885887
112,-1001.0,0,10,0,0.5704072587541458
113,-1000.5,0,5,0,0.567555222460375
114,-890.9,1,9,0,0.5647174463480732
115,-770.7,2,7,0,0.5618938591163328
116,-890.6,1,6,0,0.5590843898207511
117,-891.8,1,18,0,0.5562889678716474
118,-1002.8000000000001,0,28,0,0.5535075230322891
119,-772.0999999999999,2,21,0,0.5507399854171277
120,-1000.2,0,2,0,0.547986285490042
121,-890.4,1,4,0,0.5452463540625918
122,-891.2,1,12,0,0.5425201222922789
123,-891.6,1,16,0,0.5398075216808175
124,-1001.0,0,10,0,0.5371084840724134
125,-1001.1,0,11,0,0.5344229416520513
126,-641.1999999999999,3,12,0,0.531750826943791
127,-1000.5,0,5,0,0.5290920728090721
128,-890.9,1,9,0,0.5264466124450268
129,-892.6,1,26,0,0.5238143793828016
130,-771.3,2,13,0,0.5211953074858876
131,-771.0,2,10,0,0.5185893309484582
132,-1000.7,0,7,0,0.5159963842937159
133,-1000.9,0,9,0,0.5134164023722473
134,-770.5,2,5,0,0.510849320360386
135,-890.9,1,9,0,0.5082950737585841
136,-1001.0,0,10,0,0.5057535983897912
137,-1001.4,0,14,0,0.5032248303978422
138,-1000.6,0,6,0,0.500708706245853
139,-641.4,3,14,0,0.4982051627146237
140,-890.3,1,3,0,0.49571413690105054
141,-1000.5,0,5,0,0.4932355662165453
142,-890.4,1,4,0,0.4907693883854626
143,-1001.9,0,19,0,0.4883155414435353
144,-771.0,2,10,0,0.4858739637363176
145,-770.8,2,8,0,0.483444593917636
146,-1000.8000000000001,0,8,0,0.4810273709480478
147,-891.3,1,13,0,0.47862223409330756
148,-770.9,2,9,0,0.47622912292284103
149,-351.30000000000007,5,13,0,0.4738479773082268
150,-1000.5,0,5,0,0.47147873742168567
151,-641.0,3,10,0,0.46912134373457726
152,-1000.6,0,6,0,0.46677573701590436
153,-1002.7,0,27,0,0.46444185833082485
154,-1000.4,0,4,0,0.46211964903917074
155,-772.5,2,25,0,0.4598090507939749
156,-501.1,4,11,0,0.457510005540005
157,-1000.9,0,9,0,0.45522245551230495
158,-890.8,1,8,0,0.4529463432347434
159,-1000.5,0,5,0,0.4506816115185697
160,-1000.4,0,4,0,0.4484282034609769
161,-1003.6,0,36,0,0.446186062443672
